,place_id,location_name,latitude,longitude,diesel,premium,regular
5849,2834,"COMBUSTIBLES E IMAGEN, SA DE CV",-90.70174,19.50031,22.99,23.19,21.49
5850,2835,"COMBU-EXPRESS, S.A. DE C.V.",-100.7957,20.43525,21.69,22.09,20.49
5851,2836,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",-104.6626,23.99919,,22.99,20.99
5852,2837,GENERAL DE COMBUSTIBLES COLIMA SA DE CV,-104.299,19.09059,21.55,21.95,20.1
5853,2838,Servicio Patrybach SA CV,-103.4234,20.67214,,23.38,21.48
5854,2839,GRUPO  OMEGA   DIVISIÓN PETROLEUM´S S.A. DE C.V. ,-100.7442,21.53395,21.39,22.59,20.39
5855,2840,"COMBU-EXPRESS, S.A. DE C.V.",-100.8829,20.51661,20.89,21.55,19.69
5856,2841,"GASOLINERA GUADALAJARA, S.A. DE C.V.",-102.3397,20.68204,21.65,22.2,20.55
5857,2842,"Unidad de Gasolineras, S.A. de C.V.",-102.2745,21.89205,,22.49,20.19
5858,2843,"ARY SUPER EXPRESS V, SA DE CV",-103.519,25.54526,,22.81,20.75
5859,2844,"Unidad de Gasolineras, S.A. de C.V.",-102.2579,21.85519,,22.45,20.15
5860,2845,SUPER SERVICIO KIKAPU S.A. DE C.V.,-101.5091,27.87345,,22.49,20.95
5861,2846,ORGANIZACION LA LUNA S.A. DE C.V.,-103.8206,20.3731,22.29,22.99,21.29
5862,2847,SERVICIO RINCONADA S.A. DE C.V.,-102.2935,21.84787,,23.28,20.99
5863,2848,"ESTACION LA VICTORIA, S.A. DE C.V.",-117.0136,32.44267,20.99,22.99,19.99
5864,2849,"LAS MEJORES ESTACIONES, S.A DE C.V",-98.94299,20.26111,,21.65,19.55
5865,2850,GRUPO EMPRESARIAL CACHANILLA SA DE CV,-115.3506,32.64406,20.44,20.34,18.54
5866,2851,"COMBU-EXPRESS, S.A. DE C.V.",-103.414,19.62872,22.28,,21.39
5867,2852,"COMBU-EXPRESS, S.A. DE C.V.",-100.889,20.51522,20.89,21.55,19.69
5868,2853,"GASOSERVICIOS PREMIER, S.A. DE C.V.",-104.6617,24.0041,21.59,22.99,21.09
5869,2854,Marca Gasolinas SA de CV,-103.366,20.70191,,21.99,19.99
5870,2855,SERVICIO GASOLINERO HERMANOS PALACIOS S. A. DE C.V,-100.5108,20.17217,21.9,22.1,20.68
5871,2856,SERVICIO CAMARENA SA DE CV ,-102.3505,20.70535,,21.95,20.19
5872,2857,SERVICIO LINDEROS SA DE CV,-105.7219,26.93449,21.35,22.61,20.59
5873,2858,"COMBU-EXPRESS, S.A. DE C.V.",-104.6425,19.48364,22.54,22.64,21.34
5874,2859,"COMBU-EXPRESS, S.A. DE C.V.",-104.4718,19.60516,22.7,22.74,21.59
5875,2860,SERVICIO JOPEL S.A. DE C.V..,-99.18553,19.4892,22.05,23,20.8
5876,2861,"Unidad de Gasolineras, S.A. de C.V.",-102.2781,21.75776,19.08,23.25,21.44
5877,2862,"HIDROCARBUROS JALTEPEC, S.A. DE C.V.",-98.7449,20.10459,,21.69,19.99
5878,2863,Servicio Jardines de Durango SA de CV,-104.6308,24.04134,21.95,22.99,21.15
5879,2864,SERVICIO DE COMBUSTIBLES RAYMEL SA DE CV,-91.7931,18.65328,22.69,22.79,21.09
5880,2865,"LAS MEJORES ESTACIONES, S.A DE C.V",-99.66228,20.37431,21.61,22.15,20.79
5881,2866,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.7532,20.89893,,22.39,20.29
5882,2867,"COMBU-EXPRESS, S.A. DE C.V.",-104.6076,19.71867,22.7,22.74,21.59
5883,2868,SERVICIO PERIVIA S.A. DE C.V..,-99.19176,19.4012,22.15,23,21.15
5884,2869,SERVICIOS MODERNOS DE ACAPULCO SA DE CV,-99.87878,16.86485,23.35,22.79,21.65
5885,2870,"Gasolinera La Aventura, SA de CV",-104.0499,23.96234,22.45,22.82,21.44
5886,2871,"ESTACION PIRU, S.A. DE C.V.",-116.8983,32.51165,,20.97,18.11
5887,2872,"SUPERSERVICIOS SAN AGUSTIN, S.A. DE C.V.",-100.9805,18.47098,23.35,23.25,22.15
5888,2873,AUTOSERVICIO CASANTO SA DE CV,-105.9708,28.62542,19.89,20.34,19.71
5889,2874,"SERVICIO LOMAS DE SOTELO, SA DE CV",-99.21659,19.44639,,22.89,20.39
5890,2875,"COMBU-EXPRESS, S.A. DE C.V.",-104.6349,21.18831,22.14,22.99,21.19
5891,2876,OPERADORA EJIDO SA DE CV,-99.90974,16.86193,23.15,22.89,21.65
5892,2877,"PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.",-115.1031,32.2855,21.15,22.29,20.09
5893,2878,"Combustibles Insurgentes, S.A. de C.V.",-99.15532,19.62378,,22.39,19.89
5894,2879,ESTACION SANTA MARIA EL PARAISO SA DE CV,-98.35171,20.07401,,21.35,19.64
5895,2880,"Servicio Tepotzotlán, S.A. de C.V.",-99.20262,19.713,22.19,22.89,20.79
5896,2881,Nueva Estacion de Servicio Tres Estrellas Nucho SA,-102.3585,20.70534,21.79,22.69,20.59
5897,2882,"SERVICIO EFIGAS, S. DE R.L. DE C.V.",-114.6224,32.43525,20.99,18.25,16.25
5898,2883,"Estación de Servicio Paraíso, S.A. de C.V.",-99.23111,19.45914,22.29,22.99,20.59
5899,2884,"GRAFEL, S.A.",-99.15749,19.46442,21.99,22.22,20.42
5900,2885,"GPDC Estaciones de Servicio, S. A. DE C. V.",-99.12174,19.36013,,24.19,20.69
5901,2886,SERVICIO FORRES SA DE CV ,-101.873,21.02862,21.69,22.69,20.49
5902,2887,GASOLINERA POLANCO S.A. DE C.V.,-103.3717,20.62379,20.39,21.49,19.59
5903,2888,MEGA GASOLINERAS S.A DE C.V,-101.7082,21.11805,,22.09,19.99
5904,2889,"ESTACION PIRU, S.A. DE C.V.",-117.0423,32.4324,20.79,21.69,19.69
5905,2890,"SERVICIO MARVIC, S. A. DE C. V.",-99.05486,19.39671,21.95,22.27,20.17
5906,2891,"COMBU-EXPRESS, S.A. DE C.V.",-100.8612,20.22069,21.79,21.35,20.29
5907,2892,AUTOSERVICIO EL AGUILA SA DE CV,-101.298,20.67178,22.3,22.31,20.68
5908,2893,OPERADORA LILAS SA DE CV,-99.2459,19.38675,,23.1,21.19
5909,2894,MEGA GASOLINERAS S.A DE C.V,-101.6857,21.1403,21.59,22.39,20.29
5910,2895,"SERVICIO CULIACAN, S.A. DE C.V.",-100.884,20.24604,21.79,,20.25
5911,2896,"SERV.EL TRIANGULO DEL REFUGIO,S.DER.L.DEC.V.",-116.9875,32.51387,21.19,22.99,20.29
5912,2897,SERVICIO DURANGO SA DE CV,-104.687,24.03069,20.82,23.02,20.52
5913,2898,"Gertell Combustibles, S.A. de C.V.",-98.43022,21.13612,22.61,22.96,21.26
5914,2899,MEGA GASOLINERAS S.A DE C.V,-101.6295,21.12566,21.59,22.09,19.99
5915,2900,SERVICIO MIRLO S.A. DE C.V.,-99.07465,19.38331,,22.59,20.39
5916,2901,MULTISERVICIOS LA PILARICA SA DE CV ,-108.992,25.79534,,23.74,21.7
5917,2902,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",-104.6641,23.98523,21.89,22.99,20.99
5918,2903,OLEUM SERVICE S.A. DE C.V.,-101.6305,21.13066,21.49,21.97,19.69
5919,2904,"Servicio Victor Hugo, S.A. de C.V.",-99.15014,19.37047,,23.59,21.79
5920,2905,"ESTACION REFORMA, SA DE CV",-98.74224,20.05773,21.69,21.79,19.69
5921,2906,"ESTACION COLONIAS, SA DE CV",-98.78846,20.05469,21.69,21.79,19.89
5922,2907,"LEYVA SUPER SERVICIO, S.A. DE C.V.",-104.4145,29.56256,,,15.26
5923,2908,SERVICIOS COSTA AZUL TURQUESA S.A. DE C.V. ,-86.85789,21.13017,,22.99,21.74
5924,2909,"Servicio Iris, S.A. de C.V.",-99.05379,19.52641,21.99,21.99,19.89
5925,2910,GRUPO GASOLINERO BUGATTI SA DE CV,-100.841,20.54934,21.23,21.41,19.97
5926,2911,Servicios Energeticos Hergom SA de CV,-99.03618,19.61466,21.59,22.49,19.99
5927,2912,"COMBU-EXPRESS, S.A. DE C.V.",-100.7943,20.42418,21.69,22.09,20.49
5928,2913,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.8465,20.54946,,22.38,20.48
5929,2914,"Unidad de Gasolineras, S.A. de C.V.",-102.2802,22.03689,21.59,23.04,20.54
5930,2915,SERVICIO ROSA S.A. DE C.V.,-116.6062,31.83458,,22.49,20.19
5931,2916,"EST. DE SERV. PUERTA DE MEXICO,S.DER.L.DECV",-116.8549,32.47547,21.09,22.99,19.99
5932,2917,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.3778,20.56635,21.15,22.75,19.79
5933,2918,"Servicio Siglo 22, S.A. de C.V.",-99.22944,18.94407,,21.99,19.99
5934,2919,ESTACION DE SERVICIO 09920 S.A. DE C.V.,-99.63634,19.30584,23.09,22.38,19.97
5935,2920,"COMBU-EXPRESS, S.A. DE C.V.",-100.8196,20.53934,,22.09,20.55
5936,2921,SERVICIO LIBRAMIENTO LA JOYA S.A. DE C.V.,-98.3846,20.071,16.91,20.32,18.85
5937,2922,ESTACION DE SERVICIOS DON GU SA DE CV,-100.8343,20.55448,21.3,22,20.1
5938,2923,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",-101.5928,21.10928,,23.69,20.29
5939,2924,SERVICIO LOPMAN SA DE CV ,-98.58015,19.79639,21.79,21.6,19.67
5940,2925,SERVICIO MENORES S.A DE C.V,-101.6801,21.08473,21.89,22.39,20.29
5941,2926,ESTACION DE SERVICIO VELEROS S.A DE C.V.,-100.8,20.5225,,22.29,20.19
5942,2927,"COMBU-EXPRESS, S.A. DE C.V.",-101.3759,20.65772,21.45,22.19,20.09
5943,2928,"SUPERSERVICIO AJUCHITLAN, S.A. DE C.V.",-100.505,18.16168,23.15,23.7,21.95
5944,2929,"Grupo Fraba, S. A. de C. V.",-99.23338,19.31583,,23.69,21.69
5945,2930,"SERVICIO PASAMA, SA DE CV ",-101.66,21.10421,22.25,23.25,20.79
5946,2931,"Servicio Monte Verde, S.A. de C.V.",-99.20256,19.33342,,23.89,21.89
5947,2932,"SERV.EL TRIANGULO DEL REFUGIO,S.DER.L.DEC.V.",-115.3888,32.59601,20.79,22.09,19.99
5948,2933,SERVICIO MAHAHUAL S.A. DE C.V.,-87.05198,20.67104,22.79,22.74,21.44
5949,2934,"Burbil, S.A. de C.V.",-99.19311,19.33809,,23.79,21.79
5950,2935,Inmobiliaria Igova SA de CV,-100.4231,20.55244,21.49,22.49,19.99
5951,2936,"COMBU-EXPRESS, S.A. DE C.V.",-100.6376,20.46852,20.79,21.19,19.95
5952,2937,gasolinera san roque del monte SA de CV,-101.7841,21.02563,21.79,22.55,20.59
5953,2938,ESTACION DE SERVICIO ESMERALDA S.A. DE C.V.,-103.2834,20.54134,22.08,23.14,20.69
5954,2939,"SERVICIO GASOLINERO XOLA, S.A. DE C.V.",-99.15357,19.39553,,22.49,20.29
5955,2940,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.4267,20.96382,20.85,21.81,19.34
5956,2941,"LAS MEJORES ESTACIONES, S.A DE C.V",-98.96083,20.28027,21.23,21.65,19.55
5957,2942,"COMBU-EXPRESS, S.A. DE C.V.",-103.4601,19.71863,22.33,22.49,21.44
5958,2943,SERVICIO CRIMAPA SA DE CV,-100.7805,20.54773,21.09,21.79,19.99
5959,2944,SERVICIO LA FUENTE SA DE CV,-98.36227,20.09527,20.99,21.39,19.59
5960,2945,Servicio Miraloma S.A. de C.V,-100.2346,25.66877,,22.74,20.89
5961,2946,"Unidad de Gasolineras, S.A. de C.V.",-102.3108,21.90746,,22.64,20.34
5962,2947,"COMBU-EXPRESS, S.A. DE C.V.",-100.6284,20.46343,20.79,21.19,19.95
5963,2948,"Servicio Nevada, S.A. de C.V.",-99.2693,19.42759,21.99,22.99,21.89
5964,2949,GASOLINERA SERVITEC SA DE CV,-103.3938,25.51788,,21.3,19
5965,2950,ROBERTO SANCHEZ ROCHA,-100.8393,20.49691,21.99,21.99,19.89
5966,2951,"SERVICIOS DEL VALLE DEL FUERTE, S.A. DE C.V.",-109.0214,25.79427,22.33,23.75,21.73
5967,2952,AVOGAS S.A. DE C.V.,-87.07049,20.63811,,22.74,21.44
5968,2953,SERVICIO JACALA SA DE CV,-99.2128,20.9778,22.98,23.88,21.75
5969,2954,"Inmobiliaria Tepepan, S.A. de C.V.",-99.12668,19.26617,22.49,23.19,21.19
5970,2955,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.8391,20.55005,,22.38,20.48
5971,2956,"ESTACION DE SERVICIO PUERTA GRANDE,  S. DE R.L. DE C.V.",-101.706,21.12446,,23.69,20.19
5972,2957,ORGANIZACION LA LUNA S.A. DE C.V.,-103.8158,20.3809,22.29,22.99,21.29
5973,2958,"Servicio Teques, S.A. de C.V.",-99.25037,18.69039,21.99,22.39,20.79
5974,2959,"Servicio Agua Azul, S.A. de C.V.",-99.21471,19.57963,,23.09,20.69
5975,2960,GASOLINERA RODEL SA DE CV,-92.61842,16.71291,21.75,21.79,20.14
5976,2961,Servicio La Montañesa SA de CV,-99.06361,19.51636,21.59,22.49,20.49
5977,2962,SERVICIO GASOLINERO ABASTOS DE IRAPUATO SA DE CV,-101.3453,20.65055,21.41,22.14,20.04
5978,2963,ROBERTO CARRETO MAYORGA E HIJOS S.A DE C.V.,-98.42466,18.91774,21.3,21.45,19.95
5979,2964,"COMBU-EXPRESS, S.A. DE C.V.",-103.4776,19.68044,22.33,22.49,21.44
5980,2965,"GASOLINERA SERVICIO CARRANZA, S.A. DE C.V.",-100.7038,20.03956,20.51,21.39,19.69
5981,2966,"COMBU-EXPRESS, S.A. DE C.V.",-100.81,20.51008,21.55,22.05,20.35
5982,2967,"GASOLINERIA VILLACORZO, S.A. DE C.V.",-93.26956,16.18323,22.09,22.24,20.49
5983,2968,"LAS MEJORES ESTACIONES, S.A DE C.V",-99.21481,20.00077,21.05,21.75,19.65
5984,2969,"LAS MEJORES ESTACIONES, S.A DE C.V",-98.94063,20.27552,21.23,21.65,19.55
5985,2970,"Gasolinería Toluca, S.A. de C.V.",-99.59152,19.34932,21.99,22.39,20.29
5986,2971,"SEVIOR, S.A. DE C.V.",-100.9553,20.51309,21.64,21.55,19.99
5987,2972,COMBUSTIBLES Y LUBRICANTES DE LA COSTA CHICA SA CV,-99.83672,16.88519,22.99,22.75,21.45
5988,2973,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-101.642,21.13799,,23.55,20.75
5989,2974,AXIOMA CONSTRUCCIONES S.A. DE C.V.,-99.14896,19.68496,21.99,22.6,19.99
5990,2975,GASOLINERA EL RUEDO SA DE CV,-99.14684,19.47433,22.2,22.62,20.99
5991,2976,Becktrop Operadora SA de CV,-116.8828,32.49379,21.29,21.99,19.99
5992,2977,"Solo Gas, S.A. de C.V.",-100.3387,25.79759,21.5,22.95,20.85
5993,2978,SERVICIO EXPRESS DEL BAJIO S.A DE C.V.,-100.7527,20.699,21.6,22.1,20.15
5994,2979,NOGALES ENERGETICOS S.A. DE C.V.,-110.3119,24.16186,21.89,22.39,20.29
5995,2980,"COMBU-EXPRESS, S.A. DE C.V.",-100.822,20.55188,21.69,22.09,20.55
5996,2981,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.4701,20.57209,21.55,22.79,19.99
5997,2982,"GRUPO ANHUAR, S.A. DE C.V.",-99.09943,19.49441,21.7,22.5,20.7
5998,2983,GASOLINERAS DEL CENTRO S.A. DE C.V.,-101.6406,21.10643,18.8,18.53,18.53
5999,2984,"COMBU-EXPRESS, S.A. DE C.V.",-103.4839,20.71805,22.29,22.94,20.69
6000,2985,INMOBILIARIA LA CORUÑA S.A. DE C.V.,-87.4528,20.21203,22.49,22.09,20.79
6001,2986,"Unidad de Gasolineras, S.A. de C.V.",-102.2514,21.87104,18.32,22.29,19.89
6002,2987,COMBUSTIBLES EL CENTENARIO S.A DE C.V.,-115.5245,32.62205,19.99,21.39,18.49
6003,2988,Gasolineria Servicio Miniexpress s.a. de c.v.,-100.7303,20.00397,20.95,21.49,19.95
6004,2989,Servicio Arandas SA de CV,-101.3493,20.71417,21.75,22.79,20.65
6005,2990,SERVICIO GASOLINERO EL PRIMO S.A. DE C.V.,-104.6227,24.01233,19.84,19.86,19.29
6006,2991,"COMBU-EXPRESS, S.A. DE C.V.",-103.4794,19.70312,22.33,22.49,21.44
6007,2992,GRUPO GASOLINERO BUGATTI SA DE CV,-100.8092,20.4783,21.64,21.85,20.43
6008,2993,"PERSIMOBILE, S.A. DE C.V.",-99.11136,19.44769,,21.79,19.69
6009,2994,COMBUSTIBLES TRICENTENARIO SA DE CV,-106.1029,28.6024,22.39,23.19,20.79
6010,2995,"Unidad de Gasolineras, S.A. de C.V.",-102.2674,21.92773,18.32,22.45,20.11
6011,2996,SERVICIO LA SIERRA S A DE CV,-106.0918,28.61197,22.19,22.99,20.59
6012,2997,"COMBU-EXPRESS, S.A. DE C.V.",-101.4351,20.93829,22.19,23.19,20.99
6013,2998,Super Servicio Canatlán S.A. de C.V.,-104.7765,24.52555,22.05,22.37,20.91
6014,2999,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",-104.6252,24.02156,,22.99,20.89
6015,3000,Solugas Soluciones en Gasolineras SA de CV,-103.4563,20.77711,20.19,21.99,19.49
6016,3001,Combustibles Sombrerete S.A. de C.V.,-103.6252,23.64281,23.31,23.43,21.7
6017,3002,Servicios Energeticos Mexiquenses SA de CV,-99.57431,19.28758,21.6,21.95,20.05
6018,3003,"LAS MEJORES ESTACIONES, S.A DE C.V",-98.9445,20.28471,,21.53,19.49
6019,3004,"NX LA PAZ, S.A DE C.V.",-100.5931,21.29385,17.24,22.83,20.65
6020,3005,"SKYGAS, S. DE R.L. DE C.V.",-115.4442,32.66677,,22.09,20.39
6021,3006,"Servicio Montecarlo, S.A. de C.V.",-99.20295,18.95725,21.59,21.89,19.99
6022,3007,"SERVICIO BENITO, S.A. DE C.V.",-103.9847,23.74037,22.41,22.45,20.98
6023,3008,SERVICIO CHAMACUERO SA DE CV,-100.7593,20.7195,21.75,,20
6024,3009,"Servicio Guadalupe Victoria, S.A. de C.V.",-99.06559,19.61816,,22.49,20.59
6025,3010,"MABALE COMBUSTIBLES, S.A. DE C.V.",-99.22155,20.01196,21.09,,19.69
6026,3011,"ESTACION PALMA GORDA, SA DE CV",-98.74578,20.08002,21.89,21.89,19.89
6027,3012,"GASOLINERA TOCUILA, S.A. DE C.V.",-98.89745,19.5233,22.15,22.8,20.65
6028,3013,"COMBU-EXPRESS, S.A. DE C.V.",-103.346,20.66231,21.19,22.49,19.99
6029,3014,SUPERGAS PIE DE LA CUESTA SA DE CV,-99.96166,16.90377,23.15,22.99,21.69
6030,3015,Combustibles Guadalajara SA de CV,-103.3771,20.667,,22.9,20.99
6031,3016,"COMBU-EXPRESS, S.A. DE C.V.",-100.8621,20.22101,21.79,21.35,20.29
6032,3017,"PETROMAX, S.A. DE C.V.",-103.3903,25.51707,22.39,22.99,20.89
6033,3019,NORMA PATRICIA ALVARADO TRUJILLO,-93.28307,16.38583,21.89,,20.54
6034,3020,"PETROMAX, S.A. DE C.V.",-106.1339,28.74398,,22.79,20.39
6035,3021,"PETROMAX, S.A. DE C.V.",-98.30334,26.08686,21.69,19.29,16.69
6036,3022,"PETROMAX, S.A. DE C.V.",-100.2366,25.71895,21.79,22.99,20.59
6037,3023,"PETROMAX, S.A. DE C.V.",-100.2215,25.69165,21.89,23.79,20.99
6038,3024,GUSTAVO DE LA SOTA BALVANERA,-100.3398,21.02361,20.78,21.99,19.9
6039,3025,SERVICIO PIONEROS SA DE CV,-101.7059,20.4086,21.39,22.85,20.79
6040,3026,"PETROMAX, S.A. DE C.V.",-99.2061,19.67064,,22.29,19.99
6041,3027,PEDRO AURELIANO MIER Y CONCHA BALTAZAR,-93.27979,16.27289,22.09,22.19,20.44
6042,3028,"CORPORATIVO DE COMBUSTIBLES, S.A . DE C.V.",-101.0039,20.4561,22.09,,20.59
6043,3029,"PETROMAX, S.A. DE C.V.",-100.3989,25.66074,21.89,23.79,21.89
6044,3030,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.2054,20.57933,,22.99,20.79
6045,3031,RAMON ALEJANDRO RUELAS FLORES,-117.0607,32.34875,20.79,,18.59
6046,3032,"PETROMAX, S.A. DE C.V.",-106.089,28.67927,21.79,22.79,20.49
6047,3033,"NOVOGAS BARCRIS, S.A. DE C.V.",-100.7869,20.62555,21.89,21.99,19.99
6048,3034,"PETROMAX, S.A. DE C.V.",-100.7989,25.63323,21.79,22.99,20.79
6049,3035,VICTOR VILLALOBOS QUINTANA,-105.481,28.16979,22.08,,20.28
6050,3036,LUZ MARIA OLVERA ACEVEDO,-103.6369,23.60794,23.28,23.4,21.67
6051,3037,"EL PABELLON MEXICANO, S.A. DE C.V.",-99.05779,19.39715,22.29,22.89,20.69
6052,3038,"PETROMAX, S.A. DE C.V.",-100.3057,25.79136,,23.79,21.99
6053,3039,"PETROMAX, S.A. DE C.V.",-100.5763,25.78245,,23.79,21.99
6054,3040,GUSTAVO DE LA SOTA BALVANERA,-100.4303,20.97004,20.59,21.64,19.5
6055,3041,"COMBU-EXPRESS, S.A. DE C.V.",-103.9674,20.90965,21.64,22.99,20.89
6056,3042,SUPER SERVICIO SAN MIGUEL ARCANGEL S.A DE C.V. ,-100.7617,20.28677,21.11,22.42,20.93
6057,3043,"COMBU-EXPRESS, S.A. DE C.V.",-103.4685,19.6921,22.33,22.49,21.44
6058,3044,"TOTAL MEXICO, S.A. DE C.V.",-99.08564,19.44324,,21.54,20.24
6059,3045,"COMBU-EXPRESS, S.A. DE C.V.",-103.4867,19.70174,22.33,22.49,21.44
6060,3046,FEMAL S.A. DE C.V.,-102.2919,21.84751,21.96,23.28,20.99
6061,3047,SABINO TRINIDAD GARCIA ESCUTIA,-100.9101,19.96308,21.13,21.89,19.98
6062,3048,SERVICIO MITA BONFIL SA DE CV,-98.78745,20.08021,,21.69,19.49
6063,3049,SERVICIO FORRES SA DE CV ,-101.8567,20.99778,21.69,22.69,20.49
6064,3050,SERVICIO EXPRESS DEL BAJIO S.A DE C.V.,-101.378,20.64514,21.6,22.5,20.35
6065,3051,"ESTACION PIRU, S.A. DE C.V.",-116.9288,32.46458,,21.69,19.49
6066,3052,"COMBU-EXPRESS, S.A. DE C.V.",-104.3678,19.76312,22.89,22.6,21.5
6067,3053,"COMBU-EXPRESS, S.A. DE C.V.",-101.4344,20.66396,20.89,21.99,19.79
6068,3054,GRUPO DISTRIBUIDOR ASOCIADO DE ENERGETICOS SA DECV,-99.18058,19.39737,,22.89,20.59
6069,3055,GRUPO INDUSTRIAL TAJALI S.A.,-103.3544,20.69526,,22.95,20.69
6070,3056,"Servicio Ademe, S.A. de C.V.",-99.08414,19.46504,,22.99,21.19
6071,3057,"COMBU-EXPRESS, S.A. DE C.V.",-100.848,20.52746,21.69,22.09,20.55
6072,3058,SERVICIO RINCONADA S.A. DE C.V.,-102.3351,21.98946,21.89,23.47,20.98
6073,3059,SERVICIO RINCONADA S.A. DE C.V.,-102.2451,21.9834,21.79,23.19,20.89
6074,3060,"Servicio Periférico Arenal, S.A. de C.V.",-99.14298,19.28233,,22.59,20.49
6075,3061,Servicio Gomasa SA de CV,-99.08173,19.52521,21.55,22.49,20.49
6076,3062,"COMBU-EXPRESS, S.A. DE C.V.",-100.7548,20.51901,22.99,22.99,20.99
6077,3063,Turismo Contreras S.A. de C.V.,-100.77,20.30581,21.09,22.59,20.99
6078,3064,"Unidad de Gasolineras, S.A. de C.V.",-102.2423,21.87516,18.32,22.29,19.89
6079,3065,"COMBUSTIBLES MB DE LA COSTA, S.A. DE C.V.",-93.85916,16.21192,22.64,22.69,21.09
6080,3066,AUTO ESTACION INDUSTRIAL SA DE CV,-101.1482,19.72068,20.85,21.99,19.7
6081,3067,Servicios Energeticos de Tizayuca SA de CV,-98.97259,19.84018,21.29,22.39,20.49
6082,3068,"COMBU-EXPRESS, S.A. DE C.V.",-100.8188,20.50978,21.55,22.05,20.35
6083,3069,"LA UNICA GASOLINERA SANTAMARIA, S.A. DE C.V.",-100.6693,18.35599,23.15,23.7,21.95
6084,3070,"COMBUSTIBLES Y LUBRICANTES OJUELOS, S.A. DE C.V.",-101.473,21.63549,22.69,23.19,21.53
6085,3071,"LAS MEJORES ESTACIONES, S.A DE C.V",-99.64865,20.36569,,21.95,20.59
6086,3072,SUPER SERVICIO VITAL S.A. DE C.V.,-115.4623,32.63267,,20.67,18.67
6087,3073,"Servicio Consulado, S.A. de C.V.",-99.09222,19.45041,,22.99,20.49
6088,3074,GRUPO GASOLINERO TREBOL PACIFICO S.A. DE C.V.,-93.21095,15.67459,22.63,22.63,21.29
6089,3075,"LAS MEJORES ESTACIONES, S.A DE C.V",-100.7626,20.91522,21.39,21.99,19.79
6090,3076,"Servicio Boturini, S.A. de C.V.",-99.1217,19.41658,21.89,22.99,20.89
6091,3077,SERVICIO MICHIFAZO S.A. DE C.V.,-103.9702,20.70478,21.5,22.9,20.54
6092,3078,"LAS MEJORES ESTACIONES, S.A DE C.V",-100.7899,21.0228,21.65,22.45,19.71
6093,3079,"PETROMAX, S.A. DE C.V.",-100.4569,25.69271,,22.99,19.99
6094,3080,"LAS MEJORES ESTACIONES, S.A DE C.V",-99.01663,20.2833,21.05,,19.49
6095,3081,"COMBU-EXPRESS, S.A. DE C.V.",-100.8455,20.53889,21.69,22.09,20.55
6096,3082,SUPER SERVICIO POZA RICA SA,-101.1778,19.70521,20.85,21.99,19.19
6097,3083,"SUPER SERVICIO DIAMANTE, SA DE CV",-99.06403,19.33334,21.89,22.89,20.39
6098,3084,SERVICIO LOPSOL SA DE CV,-98.58901,19.75497,21.79,21.6,19.67
6099,3085,MARCOFAN SA DE CV,-98.96519,19.34729,21.09,22.25,19.99
6100,3086,MEGA GASOLINERAS S.A DE C.V,-101.6606,21.10156,21.59,21.79,19.69
6101,3087,"COMBU-EXPRESS, S.A. DE C.V.",-101.3749,20.67175,,22.19,20.09
6102,3088,Corta Gas S.A. de C.V.,-100.9646,20.48971,21.95,22.75,20.59
6103,3089,Servicios Energeticos de Zumpango SA de CV,-100.4206,20.55431,21.49,22.49,19.99
6104,3090,"COMBU-EXPRESS, S.A. DE C.V.",-104.3629,19.11943,21.7,21.64,19.94
6105,3091,"COMBU-EXPRESS, S.A. DE C.V.",-100.8231,20.52175,,22.05,20.35
6106,3092,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.7848,20.53603,21.99,22.39,20.49
6107,3093,El Moyote SA de CV,-104.6495,24.02798,21.99,22.55,21.19
6108,3094,ENERGETICOS Y SERVICIOS SA DE CV,-98.45954,20.05484,20.15,20.75,18.95
6109,3095,"Unidad de Gasolineras, S.A. de C.V.",-102.3162,21.85602,,22.19,19.45
6110,3096,MEGA GASOLINERAS S.A DE C.V,-101.6464,21.11008,21.29,21.89,19.79
6111,3097,"Servicio Renacimiento S.A. de C.V,",-100.8344,20.51939,,22.69,20.79
6112,3098,ESTACION DE SERVICIO EL REFUGIO S.A. DE C.V.,-99.19469,20.01306,21.37,21.63,19.55
6113,3099,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",-104.7008,23.99997,21.89,22.99,20.79
6114,3100,"Grupo Macruz, S.A. de C.V.",-99.21472,19.46206,22.29,22.09,19.99
6115,3101,"GASOLINERIA LAS TROJES, SA DE CV  E08997",-101.2012,21.45698,21.69,22.59,20.94
